day,hour,seat_loc,성별,나이,행동,복장,이어폰여부,내리는역,좌석위치,연령대,count
2017-07-25,07:43,6,여자,40,생각중,세미정장,이어폰:X,강남역,우측:사이드,중년,1
2017-09-18,07:07,0,남자,50,책읽기,평상복,이어폰:X,판교/정자역,좌측:사이드,장년,1
2017-09-18,07:07,1,남자,50,핸드폰보기,세미정장,이어폰:X,강남역,좌측:사이드,장년,1
2017-09-18,07:07,2,남자,30,핸드폰보기,평상복,이어폰:O,강남역,중앙,중년,1
2017-09-18,07:07,3,남자,40,잠자는중,세미정장,이어폰:X,강남역,중앙,중년,1
2017-09-18,07:07,4,남자,50,책읽기,세미정장,이어폰:X,강남역,중앙,장년,1
2017-09-18,07:07,5,남자,20,핸드폰보기,평상복,이어폰:X,강남역,우측:사이드,청년,1
2017-09-18,07:07,6,여자,30,잠자는중,평상복,이어폰:O,강남역,우측:사이드,중년,1
2017-09-04,07:52,0,남자,40,핸드폰보기,평상복,이어폰:O,판교/정자역,좌측:사이드,중년,1
2017-09-04,07:52,1,남자,30,잠자는중,평상복,이어폰:X,강남역,좌측:사이드,중년,1
2017-09-04,07:52,2,남자,50,잠자는중,세미정장,이어폰:O,강남역,중앙,장년,1
2017-09-04,07:52,3,남자,40,핸드폰보기,평상복,이어폰:X,판교/정자역,중앙,중년,1
2017-09-04,07:52,4,남자,40,핸드폰보기,정장,이어폰:O,판교/정자역,중앙,중년,1
2017-09-04,07:52,5,여자,30,핸드폰보기,평상복,이어폰:O,강남역,우측:사이드,중년,1
2017-09-04,07:52,6,여자,30,잠자는중,평상복,이어폰:X,강남역,우측:사이드,중년,1
2017-08-28,08:10,0,여자,40,핸드폰보기,평상복,이어폰:X,강남역,좌측:사이드,중년,1
2017-08-28,08:10,1,남자,30,핸드폰보기,세미정장,이어폰:X,강남역,좌측:사이드,중년,1
2017-08-28,08:10,2,여자,20,핸드폰보기,세미정장,이어폰:O,강남역,중앙,청년,1
2017-08-28,08:10,3,여자,30,책읽기,세미정장,이어폰:X,강남역,중앙,중년,1
2017-08-28,08:10,4,남자,10,핸드폰보기,평상복,이어폰:O,판교/정자역,중앙,청년,1
2017-08-28,08:10,5,남자,10,생각중,평상복,이어폰:O,판교/정자역,우측:사이드,청년,1
2017-08-28,08:10,6,여자,30,잠자는중,평상복,이어폰:O,강남역,우측:사이드,중년,1
2017-08-31,08:19,0,남자,40,핸드폰보기,평상복,이어폰:O,강남역,좌측:사이드,중년,1
2017-08-31,08:19,1,여자,30,잠자는중,평상복,이어폰:X,강남역,좌측:사이드,중년,1
2017-08-31,08:19,2,여자,30,핸드폰보기,평상복,이어폰:O,강남역,중앙,중년,1
2017-08-31,08:19,3,남자,50,핸드폰보기,평상복,이어폰:O,강남역,중앙,장년,1
2017-08-31,08:19,4,여자,40,핸드폰보기,세미정장,이어폰:O,강남역,중앙,중년,1
2017-08-31,08:19,5,남자,30,핸드폰보기,세미정장,이어폰:X,강남역,우측:사이드,중년,1
2017-08-31,08:19,6,여자,30,핸드폰보기,세미정장,이어폰:X,강남역,우측:사이드,중년,1
2017-07-13,07:30,0,여자,30,핸드폰보기,정장,이어폰:X,강남역,좌측:사이드,중년,1
2017-07-13,07:30,1,남자,40,핸드폰보기,정장,이어폰:X,강남역,좌측:사이드,중년,1
2017-07-13,07:30,2,남자,30,잠자는중,정장,이어폰:O,강남역,중앙,중년,1
2017-07-13,07:30,3,남자,30,핸드폰보기,세미정장,이어폰:O,강남역,중앙,중년,1
2017-07-13,07:30,4,여자,30,노트북,세미정장,이어폰:O,판교/정자역,중앙,중년,1
2017-07-13,07:30,5,여자,50,핸드폰보기,평상복,이어폰:X,판교/정자역,우측:사이드,장년,1
2017-07-13,07:30,6,남자,30,잠자는중,정장,이어폰:O,강남역,우측:사이드,중년,1
2017-08-09,08:02,0,여자,30,잠자는중,세미정장,이어폰:X,판교/정자역,좌측:사이드,중년,1
2017-08-09,08:02,1,남자,40,잠자는중,세미정장,이어폰:X,강남역,좌측:사이드,중년,1
2017-08-09,08:02,2,남자,40,책읽기,평상복,이어폰:O,강남역,중앙,중년,1
2017-08-09,08:02,3,남자,40,핸드폰보기,정장,이어폰:O,강남역,중앙,중년,1
2017-08-09,08:02,4,남자,20,잠자는중,평상복,이어폰:X,강남역,중앙,청년,1
2017-08-09,08:02,5,남자,30,핸드폰보기,세미정장,이어폰:X,강남역,우측:사이드,중년,1
2017-08-09,08:02,6,여자,30,잠자는중,세미정장,이어폰:X,강남역,우측:사이드,중년,1
2017-09-13,07:40,0,여자,30,핸드폰보기,평상복,이어폰:O,판교/정자역,좌측:사이드,중년,1
2017-09-13,07:40,1,여자,40,잠자는중,평상복,이어폰:X,강남역,좌측:사이드,중년,1
2017-09-13,07:40,2,여자,30,핸드폰보기,평상복,이어폰:O,강남역,중앙,중년,1
2017-09-13,07:40,3,여자,30,잠자는중,평상복,이어폰:O,강남역,중앙,중년,1
2017-09-13,07:40,4,남자,30,잠자는중,정장,이어폰:X,강남역,중앙,중년,1
2017-09-13,07:40,5,여자,30,잠자는중,평상복,이어폰:O,강남역,우측:사이드,중년,1
2017-09-13,07:40,6,여자,30,핸드폰보기,평상복,이어폰:O,강남역,우측:사이드,중년,1
2017-07-26,08:15,0,여자,30,핸드폰보기,평상복,이어폰:O,강남역,좌측:사이드,중년,1
2017-07-26,08:15,1,남자,20,책읽기,평상복,이어폰:O,강남역,좌측:사이드,청년,1
2017-07-26,08:15,2,여자,30,핸드폰보기,세미정장,이어폰:O,강남역,중앙,중년,1
2017-07-26,08:15,3,남자,50,핸드폰보기,세미정장,이어폰:X,강남역,중앙,장년,1
2017-07-26,08:15,4,여자,50,핸드폰보기,세미정장,이어폰:O,강남역,중앙,장년,1
2017-07-26,08:15,5,남자,30,책읽기,세미정장,이어폰:X,강남역,우측:사이드,중년,1
2017-07-26,08:15,6,여자,20,노트북,평상복,이어폰:O,강남역,우측:사이드,청년,1
